Product Name,Price,Rating,Product Link,Brand,Category,Discount,Reviews Count,Availability
Lenovo IdeaPad Slim 5 (Gen 11) Next-Gen AI PC Intel Core Ultra 7 355 - (16 GB/512 GB SSD/Windows 11 Ho...,"₹1,36,990",4.2,https://www.flipkart.com/lenovo-ideapad-slim-5-gen-11-next-gen-ai-pc-intel-core-ultra-7-355-16-gb-512-gb-ssd-windows-11-home-14iph11-thin-light-laptop/p/itm503b66be00834?pid=COMHNSC6B6PADGGS&lid=LSTCOMHNSC6B6PADGGSXDVBZG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_31&otracker=search&fm=organic&iid=en_CiAcSv2Nf1FPOBQT3Tew1xcRHbsUfUOxT3gV7SkH_IC53r8Cw3yf1Sd6zjQrBk7o_PZOklbFWplPgCDSnhBxWO3LA1CgsWnfUKIhr3CUGUzO6IBdcH1KOaNHSfM13xVz&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,Lenovo,laptop,7,4379,In Stock
"ASUS Vivobook 15 (2026) with Office 2024 + M365 Basic*, AMD Ryzen 5 Hexa Core 150 - (16 GB/512 GB SSD/...","₹58,990",3.7,https://www.flipkart.com/asus-vivobook-15-2026-office-2024-m365-basic-amd-ryzen-5-hexa-core-150-16-gb-512-gb-ssd-windows-11-home-m1502naq-bq118ws-thin-light-laptop/p/itm194545ff7b206?pid=COMHKDXB5DD3ARYM&lid=LSTCOMHKDXB5DD3ARYMIU2AJX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_32&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMHKDXB5DD3ARYM.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,30,646,In Stock
ASUS ExpertBook P1 (i5 14th Gen) with 1 Yr ADP Intel Core 5 210H - (32 GB/512 GB SSD/Windows 11 Home) ...,"₹69,990",4.2,https://www.flipkart.com/asus-expertbook-p1-i5-14th-gen-1-yr-adp-intel-core-5-210h-32-gb-512-gb-ssd-windows-11-home-p1503cva-s72288ws-laptop/p/itm30538466342b3?pid=COMHGYAFZHQVGG9C&lid=LSTCOMHGYAFZHQVGG9CXLLRQM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_33&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMHGYAFZHQVGG9C.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,10,1919,In Stock
ASUS Expertbook P1 with 1 Yr ADP Intel Core 3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P1503...,"₹53,176",4.6,https://www.flipkart.com/asus-expertbook-p1-1-yr-adp-intel-core-3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-p1503cva-s70501ws-thin-light-laptop/p/itm5b59a30b4c016?pid=COMH8Z2QADYUVZN8&lid=LSTCOMH8Z2QADYUVZN8RVZVFV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_34&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMH8Z2QADYUVZN8.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,17,3700,In Stock
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"₹30,490",3.7,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZ8BARKXFF&lid=LSTCOMH7NCZ8BARKXFFIUHV7S&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_35&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMH7NCZ8BARKXFF.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,Acer,laptop,12,2208,In Stock
HP 250R G10 (2025) (i3 14th Gen) Intel Core 3 14th Gen 100U - (8 GB/512 GB SSD/Windows 11 Home) 250R G...,"₹47,999",3.5,https://www.flipkart.com/hp-250r-g10-2025-i3-14th-gen-intel-core-3-gen-100u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm21dd6a1b267a9?pid=COMHG6XMSCZ8WF5W&lid=LSTCOMHG6XMSCZ8WF5WJVJWPO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_36&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMHG6XMSCZ8WF5W.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,HP,laptop,42,3033,In Stock
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,"₹48,100",3.7,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9VNDXLM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_37&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMH4B6CGTPNVJW9.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,Acer,laptop,39,1262,In Stock
Primebook 2 Pro (2025) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/128 GB/Android 15) PBG9914128#4...,"₹25,990",4.1,https://www.flipkart.com/primebook-2-pro-2025-in-built-ai-mediatek-helio-g99-mt8781-8-gb-128-gb-android-15-pbg9914128-4278c-laptop/p/itmdbf8db6a6f79a?pid=COMHDGD5FH6NZPHD&lid=LSTCOMHDGD5FH6NZPHDQWCW0N&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_38&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMHDGD5FH6NZPHD.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,Primebook,laptop,44,3343,In Stock
Lenovo Chromebook Duet 11M889 MediaTek MediaTek Kompanio 838 - (8 GB/128 GB EMMC Storage/Chrome OS) 11...,"₹24,990",4.5,https://www.flipkart.com/lenovo-chromebook-duet-11m889-mediatek-kompanio-838-8-gb-128-gb-emmc-storage-chrome-os/p/itm83215789cdf62?pid=COMHBCAFZGVNEDTK&lid=LSTCOMHBCAFZGVNEDTKUGILYO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_39&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMHBCAFZGVNEDTK.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,Lenovo,laptop,16,3282,In Stock
ASUS Expertbook P3 Metal High-performance processor with 1 Yr ADP Intel Core i7 13th Gen 13620H - (32 ...,"₹79,990",4.6,https://www.flipkart.com/asus-expertbook-p3-metal-high-performance-processor-1-yr-adp-intel-core-i7-13th-gen-13620h-32-gb-1-tb-ssd-windows-11-home-p3405cva-ly0308ws-thin-light-laptop/p/itm97eeb89e48af8?pid=COMHB7VN6ZDDZ946&lid=LSTCOMHB7VN6ZDDZ946RHQCBL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_40&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMHB7VN6ZDDZ946.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,33,2215,In Stock
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 H...","₹52,990",3.6,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-x1504va-nj2325ws-x1504va-bq342ws-thin-light-laptop/p/itmb44a032e58491?pid=COMH9499CDEZTNHX&lid=LSTCOMH9499CDEZTNHX71LGZJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_41&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMH9499CDEZTNHX.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,49,1332,In Stock
"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen...","₹63,990",4.8,https://www.flipkart.com/asus-vivobook-s14-flip-2025-office-2024-m365-basic-backlit-keyboard-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-tp3402vao-lz612ws-2-1-laptop/p/itme494b3629a714?pid=COMH9SJ9VAJ7ZD99&lid=LSTCOMH9SJ9VAJ7ZD99ZNVNMB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_42&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMH9SJ9VAJ7ZD99.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,42,3598,In Stock
Acer One 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) A114-43 Thin and Light Lap...,"₹39,990",4.8,https://www.flipkart.com/acer-one-14-amd-ryzen-3-quad-core-7320u-8-gb-256-gb-ssd-windows-11-home-a114-43-thin-light-laptop/p/itm283f44123aab0?pid=COMGFHMJFHEDTDD4&lid=LSTCOMGFHMJFHEDTDD4K35NBB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_43&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMGFHMJFHEDTDD4.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,Acer,laptop,42,3448,In Stock
HP Omnibook 3 with Backlit Keyboard AMD Ryzen AI 5 Quad Core - (24 GB/1 TB SSD/Windows 11 Home) 15-fn0...,"₹68,490",4.0,https://www.flipkart.com/hp-omnibook-3-backlit-keyboard-amd-ryzen-ai-5-quad-core-24-gb-1-tb-ssd-windows-11-home-15-fn0074au-thin-light-laptop/p/itmd94bf8129a01f?pid=COMHKBVVTE6KT5HH&lid=LSTCOMHKBVVTE6KT5HHYTYNCQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_44&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMHKBVVTE6KT5HH.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,HP,laptop,8,1540,In Stock
"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Snapdragon X - (16 GB/512 GB SSD/Win...","₹69,990",4.4,https://www.flipkart.com/asus-vivobook-s16-oled-2025-backlit-keyboard-metal-body-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3607qa-sh079ws-thin-light-laptop/p/itma802a754ee9ca?pid=COMHCQ5EYFADM4PZ&lid=LSTCOMHCQ5EYFADM4PZEX9VZJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMHCQ5EYFADM4PZ.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,39,1851,In Stock
ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic AMD Ryzen 3 Quad Core 30 - (8 GB/512 GB SSD/W...,"₹48,990",3.6,https://www.flipkart.com/asus-vivobook-go-15-2025-office-2024-m365-basic-amd-ryzen-3-quad-core-30-8-gb-512-gb-ssd-windows-11-home-e1504fa-bq2114ws-thin-light-laptop/p/itm1dbfd91b9e36d?pid=COMHKDXBRJJG5JH7&lid=LSTCOMHKDXBRJJG5JH71RFLWK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMHKDXBRJJG5JH7.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,35,965,In Stock
HP MSO 2024 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU / 15 - fd066...,"₹49,990",4.8,https://www.flipkart.com/hp-mso-2024-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-15-fd0574tu-15-fd0668tu-thin-light-laptop/p/itmcb9e5b7b2d3fb?pid=COMHBFRJEWGN4FMY&lid=LSTCOMHBFRJEWGN4FMYK9ZQ2H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_47&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMHBFRJEWGN4FMY.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,HP,laptop,44,4092,In Stock
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 / 15ALC6...,"₹52,400",4.5,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15alc7-15alc6-thin-light-laptop/p/itm3680fb576eb7b?pid=COMGN2YDSFGGXYG3&lid=LSTCOMGN2YDSFGGXYG3WNMJCY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_48&otracker=search&fm=organic&iid=90d6316a-9f96-4e11-ae59-6aaa5d132f5f.COMGN2YDSFGGXYG3.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,Lenovo,laptop,12,2938,In Stock
HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0046TU Thin and Light Lapto...,"₹71,990",3.9,https://www.flipkart.com/hp-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-15-fr0046tu-thin-light-laptop/p/itmc255f42578e1e?pid=COMHDFUWWFF77NQC&lid=LSTCOMHDFUWWFF77NQCREKA4R&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_49&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMHDFUWWFF77NQC.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,HP,laptop,41,4760,In Stock
ASUS ExpertBook P1 (i7 14th Gen) with 1 Yr ADP Intel Core 7 240H - (32 GB/512 GB SSD/Windows 11 Home) ...,"₹79,990",4.4,https://www.flipkart.com/asus-expertbook-p1-i7-14th-gen-1-yr-adp-intel-core-7-240h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s61493ws-laptop/p/itm155fbf2a1d91c?pid=COMHGYAFJ4ZM8ZHQ&lid=LSTCOMHGYAFJ4ZM8ZHQ7E9OU1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_50&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMHGYAFJ4ZM8ZHQ.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,45,262,In Stock
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹44,990",4.2,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSM9V7V38F&lid=LSTCOMH2TPSM9V7V38F5SNKCO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_51&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMH2TPSM9V7V38F.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,Acer,laptop,43,2321,In Stock
Primebook 2 Max (2025) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/256 GB/Android 15) PBG9915256#4...,"₹27,990",4.3,https://www.flipkart.com/primebook-2-max-2025-in-built-ai-mediatek-helio-g99-mt8781-8-gb-256-gb-android-15-pbg9915256-4278c-laptop/p/itmf01b454e9ac40?pid=COMHDGD5CQJVZUH7&lid=LSTCOMHDGD5CQJVZUH73W3DYP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_52&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMHDGD5CQJVZUH7.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,Primebook,laptop,9,2114,In Stock
Acer Swift Neo Office 2024 + M365 Basic Intel Core Ultra 5 115U - (16 GB/1 TB SSD/Windows 11 Home) SFN...,"₹66,990",3.8,https://www.flipkart.com/acer-swift-neo-office-2024-m365-basic-intel-core-ultra-5-115u-16-gb-1-tb-ssd-windows-11-home-sfn14-54h-thin-light-laptop/p/itm6985fa8acc1b8?pid=COMHFCR6SKGHBN4V&lid=LSTCOMHFCR6SKGHBN4VDWORVQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_53&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMHFCR6SKGHBN4V.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,Acer,laptop,27,3618,In Stock
ASUS Vivobook S14 (2025)(i5 14th Gen) with Office 2024 + M365 Basic* Backlit Keyboard Intel Core 5 210...,"₹63,990",3.6,https://www.flipkart.com/asus-vivobook-s14-2025-i5-14th-gen-office-2024-m365-basic-backlit-keyboard-intel-core-5-210h-16-gb-512-gb-ssd-windows-11-home-s3407va-ly075ws-thin-light-laptop/p/itm2ba976d7093b2?pid=COMHEZZTSJAU3CDG&lid=LSTCOMHEZZTSJAU3CDG0SIINF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_54&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMHEZZTSJAU3CDG.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,49,3334,In Stock
ASUS Expertbook P1 High-performance processor with 1 Yr ADP Intel Core i7 13th Gen 13620H - (32 GB/512...,"₹85,986",4.1,https://www.flipkart.com/asus-expertbook-p1-high-performance-processor-1-yr-adp-intel-core-i7-13th-gen-13620h-32-gb-512-gb-ssd-windows-11-home-p1503cva-s71076ws-thin-light-laptop/p/itmc4c88e702be9c?pid=COMHCQ3VMGWGHS8Z&lid=LSTCOMHCQ3VMGWGHS8ZKBE6PY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_55&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMHCQ3VMGWGHS8Z.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,19,768,In Stock
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU / 15-fc0690AU Thin and...,"₹54,990",4.0,https://www.flipkart.com/hp-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-15-fc0156au-15-fc0690au-thin-light-laptop/p/itma0fa438e7d192?pid=COMH4N76ZS7U93JE&lid=LSTCOMH4N76ZS7U93JEON3TMR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_56&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMH4N76ZS7U93JE.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,HP,laptop,40,1716,In Stock
"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC Intel Core Ultra 5 (Series 2) 225H - (16 ...","₹67,990",4.4,https://www.flipkart.com/asus-vivobook-16-2025-office-2024-m365-basic-ai-pc-intel-core-ultra-5-series-2-225h-16-gb-512-gb-ssd-windows-11-home-x1607ca-mb139ws-thin-light-laptop/p/itm2c73093a3141d?pid=COMH89EBZSTVX3EU&lid=LSTCOMH89EBZSTVX3EUSRKX1D&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_57&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMH89EBZSTVX3EU.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,27,4356,In Stock
ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CTA-S6062...,"₹17,990",3.7,https://www.flipkart.com/asus-chromebook-cx14-intel-celeron-dual-core-n50-4-gb-64-gb-emmc-storage-chrome-os-cx1405cta-s60620-laptop/p/itm5a14f3731bf15?pid=COMHKQA3R42GHHJF&lid=LSTCOMHKQA3R42GHHJF7ASEFY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_58&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMHKQA3R42GHHJF.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,38,4804,In Stock
MSI Thin A15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹65,990",4.3,https://www.flipkart.com/msi-thin-a15-amd-ryzen-7-octa-core-7735hs-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-144-hz-b7uc-103in-gaming-laptop/p/itm8a4195d78d2e8?pid=COMHCRGWHZGFFNEU&lid=LSTCOMHCRGWHZGFFNEU101SS9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_59&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMHCRGWHZGFFNEU.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,MSI,laptop,6,3598,In Stock
Acer TravelLite AMD Ryzen 3 Octa Core - (8 GB/512 GB SSD/Windows 11 Home) TL04-41M Notebook,"₹40,990",3.9,https://www.flipkart.com/acer-travellite-amd-ryzen-3-octa-core-8-gb-512-gb-ssd-windows-11-home-tl04-41m-notebook/p/itm3abd1f6b09ae3?pid=COMHHXNAEGRRGTZ6&lid=LSTCOMHHXNAEGRRGTZ69BBTWG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_60&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMHHXNAEGRRGTZ6.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,Acer,laptop,20,171,In Stock
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"₹34,990",4.9,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-512-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZY2QDJ5Z4&lid=LSTCOMH7NCZY2QDJ5Z4RHDRWI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_61&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMH7NCZY2QDJ5Z4.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,Acer,laptop,21,2552,In Stock
ASUS ExpertBook P1 (i5 14th Gen) with 1 Yr ADP Intel Core 5 210H - (32 GB/512 GB SSD/Windows 11 Home) ...,"₹69,990",4.6,https://www.flipkart.com/asus-expertbook-p1-i5-14th-gen-1-yr-adp-intel-core-5-210h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s61638ws-laptop/p/itm21e8b41dc3a90?pid=COMHGYAFC2VGTZGY&lid=LSTCOMHGYAFC2VGTZGYCIHXPC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_62&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMHGYAFC2VGTZGY.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,12,2352,In Stock
HP MS Office 2024 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0045TU Thin ...,"₹64,990",4.1,https://www.flipkart.com/hp-ms-office-2024-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-15-fr0045tu-thin-light-laptop/p/itm5a4df44828227?pid=COMHK55FMC67NQ5V&lid=LSTCOMHK55FMC67NQ5VHTFVCX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_63&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMHK55FMC67NQ5V.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,HP,laptop,33,703,In Stock
"ASUS Vivobook 15 (2025) with Touchscreen & Backlit Keyboard, Intel Core i3 13th Gen 1315U - (8 GB/512 ...","₹58,990",5.0,https://www.flipkart.com/asus-vivobook-15-2025-touchscreen-backlit-keyboard-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-e81599ws-2-1-laptop/p/itm72fc7af14df5e?pid=COMH9SJ9Q8ZZHFN7&lid=LSTCOMH9SJ9Q8ZZHFN71C77JJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_64&otracker=search&fm=organic&iid=0e4a4e4e-9933-412a-bfd9-0a022d54f0b9.COMH9SJ9Q8ZZHFN7.SEARCH&ppt=sp&ppn=sp&ssid=glhltqh9ow0000001781413756905&qH=312f91285e048e09&ov_redirect=true,ASUS,laptop,14,4408,In Stock
